Pasquotank,3268,206,36.2942,-76.2360
Pitt,9369,96,35.3804,-77.4334
Rowan,23727,1217,35.6821,-80.4275
Stanly,1889,190,35.2336,-80.4303
Ashtabula,9481,975,41.5364,-80.8597
Columbiana,19634,1709,40.8871,-80.6749
Garvin,865,36,34.8392,-97.6105
Centre,6418,172,40.8266,-77.8226
Potter,62300,789,35.1989,-101.8310
Aiken,6745,315,33.8497,-81.6097
Berkeley,20612,762,39.3538,-78.0552
Clarendon,12363,1244,33.6013,-80.3527
Darlington,8831,183,34.4010,-80.0710
Florence,20799,1134,45.8431,-88.6673
Orangeburg,5491,81,33.5301,-80.5712
Blount,6176,189,35.8328,-83.9357
Dickson,4437,2,36.0640,-87.3668
Hamblen,1114,97,36.2047,-83.3005
Maury,3233,30,35.7438,-86.9116
Tipton,14015,124,35.4128,-89.5412
Fannin,2870,85,33.4275,-96.3407
Hockley,1259,62,33.4133,-102.1552
Upshur,1160,1,38.9927,-80.2282
Addison,3749,99,44.1664,-73.2555
Rutland,2816,49,43.5181,-73.2360
Accomack,22873,328,37.9299,-75.6620
Newport News city,9132,419,37.9299,-75.6620
Norfolk city,15176,223,37.9299,-75.6620
Portsmouth city,9852,404,37.9299,-75.6620
Cowlitz,3124,2,46.1796,-122.9577
San Juan,58327,3466,48.5324,-123.0655
Stevens,1397,52,48.2929,-117.7336
Kanawha,9724,517,38.4062,-81.4810
Chippewa,2916,17,45.1988,-91.5666
Dunn,1406,1,44.8893,-91.9084
Green,1743,1,42.6168,-89.3756
Marathon,1523,54,44.9615,-89.6457
Rock,17882,558,42.8386,-89.0698
St. Croix,1921,2,44.9691,-92.4381
Natrona,3207,7,43.4114,-106.2771
Apache,37037,723,36.9221,-109.0753
Cochise,2333,39,31.6858,-109.6896
Butte,1409,3,39.4261,-121.3542
El Dorado,3328,2,38.6750,-121.0490
Siskiyou,354,2,41.6086,-122.8409
Yuba,1290,61,39.3204,-121.4038
Chaffee,3531,755,38.5524,-106.0085
Elbert,4035,85,39.2189,-104.5403
Hinsdale,176,1,38.0836,-107.0306
Montrose,6461,551,38.6084,-107.9827
Highlands,5295,420,27.5908,-81.5081
St. Lucie,16453,1236,27.4096,-80.3538
Lumpkin,3321,44,34.5302,-83.9796
Elkhart,28399,854,41.5336,-86.0138
Story,2903,37,42.1073,-93.6462
Spencer,1369,33,38.1692,-86.8257
Avoyelles,4962,379,30.9540,-92.1884
Beauregard,2621,172,30.5289,-93.4391
Bienville,4746,837,32.3261,-93.2837
Claiborne,5662,446,32.7930,-93.0582
Evangeline,3850,36,30.5696,-92.3169
Ouachita,45134,1306,32.4883,-92.1619
St. Mary,12627,1155,29.8113,-91.6705
Sagadahoc,1328,5,43.9346,-69.8346
Caroline,8815,63,37.9856,-77.5244
Nantucket,703,1,41.2636,-69.9718
Allegan,6902,133,42.4575,-85.6979
Barry,2620,64,36.6707,-93.9399
Berrien,21738,1296,31.0729,-83.1960
Clare,679,85,44.0168,-84.8080
Saginaw,39909,3720,43.4091,-84.3345
Tuscola,6867,885,43.4527,-83.6894
Wexford,577,97,44.5033,-85.6720
Dodge,17118,130,43.5271,-88.5615
Steele,3535,2,47.5974,-97.8994
Wabasha,727,1,44.3707,-92.0420
Attala,8691,280,33.1220,-89.4650
George,857,47,30.9312,-88.5959
Grenada,2552,69,33.7816,-89.8130
Itawamba,3111,234,34.2327,-88.2507
Leake,13385,233,32.6749,-89.4529
Panola,8773,652,32.2436,-94.4561
Simpson,4866,128,31.8730,-89.7340
Tunica,2273,114,34.7032,-90.3796
Bates,386,52,38.0710,-94.0800
Jasper,22829,931,30.6578,-93.9001
Cascade,983,93,47.3533,-111.1698
Ravalli,409,1,46.5110,-114.0787
Strafford,9856,437,43.2534,-70.8856
Lea,744,1,32.4465,-103.2009
Steuben,14482,798,42.1634,-77.0925
Buncombe,7337,373,35.6142,-82.3275
Catawba,4985,115,35.5853,-81.2201
Clermont,6672,179,39.2123,-84.3001
Defiance,1333,56,41.2944,-84.7648
Licking,8734,365,39.9500,-82.5985
Josephine,1367,54,42.2797,-123.6151
Montour,2846,4,40.9615,-76.6120
Dillon,4457,46,34.3406,-79.1663
Edgefield,1817,77,33.7401,-81.8404
Greenwood,3677,22,37.7191,-96.2240
Marlboro,3608,13,34.6438,-79.5867
Newberry,1778,57,34.2681,-81.4196
Cocke,877,1,35.9617,-83.1977
Roane,912,1,38.8025,-81.3531
Bastrop,5861,112,30.2819,-97.2448
Castro,1246,61,34.5324,-102.3111
Deaf Smith,3906,198,34.8232,-102.4001
Oldham,2552,123,35.2456,-102.4262
Albemarle,6344,207,38.1266,-78.4386
Botetourt,1666,142,37.3783,-79.8206
Isle of Wight,5539,115,37.0836,-76.6747
Suffolk city,10706,830,37.0836,-76.6747
Carbon,11579,846,41.8995,-106.2017
Bradford,4506,289,29.9474,-82.1129
Flagler,7411,175,29.4198,-81.3235
Barrow,10535,388,33.9917,-83.7218
Butts,8268,651,33.2524,-83.9030
Chattooga,889,94,34.4835,-85.4776
Clinch,1401,28,30.6881,-82.5721
Coffee,18563,483,35.4085,-85.9639
Tattnall,619,1,32.2806,-82.1387
Twiggs,495,4,32.6060,-83.2460
Valley,223,1,41.4248,-99.1259
Champaign,16975,359,40.3031,-88.1549
Jo Daviess,1005,2,42.4302,-90.1642
Rock Island,24043,759,41.4416,-90.4464
Stephenson,4921,31,42.4929,-89.7949
Ripley,6228,295,39.2373,-85.0931
Cerro Gordo,1044,15,42.9442,-93.3871
Kossuth,204,1,43.0749,-94.0892
Poweshiek,3287,263,41.5833,-92.5274
Sioux,4764,1,46.2218,-101.0999
Tama,15846,702,41.9648,-92.5746
Woodbury,72959,584,42.3975,-96.3516
Mitchell,18759,1575,32.3571,-101.0132
Breathitt,193,1,37.5589,-83.3782
Hardin,11775,286,30.1933,-94.1930
Jessamine,2526,1,37.8299,-84.7096
Acadia,11230,635,30.4037,-92.2145
Cecil,12600,645,39.7003,-76.0586
St. Mary's,13133,473,38.1155,-76.4771
Emmet,1426,125,43.3998,-94.8343
Gladwin,787,45,43.8811,-84.4887
Grand Traverse,1279,275,44.6611,-85.6881
Roscommon,936,1,44.3124,-84.7625
Le Sueur,1859,23,44.2236,-93.5747
Chickasaw,5080,448,43.1173,-92.4155
Oktibbeha,5162,288,33.3451,-89.0458
Pontotoc,1995,206,34.8659,-96.6678
Sunflower,3487,149,33.8101,-90.5304
Tate,2820,16,34.6902,-89.9757
Salem,18379,899,39.6503,-75.3251
Cortland,1794,1,42.6004,-76.1784
St. Lawrence,9449,93,44.7481,-74.9970
Davie,2500,123,35.9468,-80.4045
Granville,9723,312,36.4475,-78.5689
Nash,6363,142,36.0114,-77.8572
Robeson,18469,418,34.4751,-79.0370
Scotland,2315,1,34.7691,-79.4450
Gallia,387,72,38.9776,-82.3374
Portage,14708,2291,44.2607,-89.4087
Muskogee,1830,283,35.5559,-95.6525
Dauphin,40894,1854,40.2657,-76.7126
Schuylkill,23479,749,40.6302,-76.3912
Colleton,2462,254,32.7718,-80.4770
Gibson,3155,67,35.9689,-88.9449
Loudon,3399,1,35.6488,-84.1724
McMinn,4525,311,35.5170,-84.5498
Amherst,988,5,37.4487,-79.1057
Bedford,13399,263,35.4523,-86.2582
Culpeper,15427,177,38.4705,-78.0001
Fluvanna,4026,247,37.8652,-78.2627
Louisa,17364,216,38.0212,-77.9985
Whitman,1041,1,47.0887,-117.0464
Tallapoosa,16338,1910,33.0567,-85.9312
Juneau City and Borough,1613,1,33.0567,-85.9312
Matanuska-Susitna Borough,1170,52,33.0567,-85.9312
La Plata,3797,26,37.0749,-107.5933
Teller,1624,128,38.9450,-105.1619
Burke,14062,725,35.7181,-81.4211
Catoosa,3396,1,34.9318,-85.2460
Liberty,11363,70,30.3906,-84.9857
Dubois,4123,50,38.3934,-86.9404
Wapello,11820,102,40.9176,-92.2177
Natchitoches,5327,372,31.6547,-93.1999
St. Martin,13906,1001,30.3368,-91.8476
Garrett,369,3,39.2924,-79.3525
Queen Anne's,4603,376,38.9853,-76.1677
Kalamazoo,27259,1532,42.3027,-85.5447
Muskegon,19423,1056,43.1621,-86.2519
Newaygo,2224,1,43.3348,-85.8094
Big Stone,140,1,45.5723,-96.2940
Lac qui Parle,118,1,45.0127,-96.1889
Sherburne,5439,42,45.4416,-93.5981
Tallahatchie,824,48,34.0075,-90.0552
Callaway,1456,59,38.6452,-92.1151
Moniteau,1978,19,38.6611,-92.6661
St. Francois,1668,77,37.8618,-90.5892
Taney,653,89,36.6058,-93.2338
Chaves,1710,73,33.1146,-104.3285
Cayuga,3125,60,42.7511,-76.6994
Oswego,4214,15,43.3194,-76.5778
Alamance,8659,372,36.0876,-79.2756
Vance,7608,549,36.3259,-78.4155
Walsh,440,1,48.2924,-97.3730
Sandusky,2296,336,41.4216,-83.2210
Hood River,556,1,45.6354,-121.5522
Cambria,2046,101,40.6048,-78.7072
Georgetown,2832,146,33.5567,-79.0591
Codington,1110,1,44.9987,-96.9742
Hughes,696,1,35.0941,-96.1238
Lyman,301,1,43.9071,-100.0583
Pennington,3463,31,48.0135,-96.2137
Iron,1977,69,46.4104,-90.2695
Danville city,2149,56,46.4104,-90.2695
Rockbridge,524,1,37.9901,-79.5067
Autauga,4908,163,32.6793,-86.4607
Conway,648,68,35.1003,-92.7733
Crawford,22795,450,43.3516,-91.0935
Cross,1477,1,35.4020,-90.7545
Hot Spring,1168,1,34.2602,-92.9610
Stone,1931,2,35.9620,-92.2301
White,12716,256,35.9347,-85.4726
Woodruff,73,1,35.0058,-91.2521
Calaveras,746,2,38.1939,-120.3790
Merced,9210,240,37.4306,-120.7759
Mono,1790,66,38.5834,-119.5160
Delta,3272,155,33.3716,-95.6912
Huerfano,136,1,37.6307,-104.7818
Ben Hill,2043,21,31.7135,-83.2515
Bryan,3824,242,31.9012,-81.3126
Colquitt,12826,539,31.0683,-83.6236
Crisp,9502,249,31.9563,-83.7695
Irwin,1123,43,31.5987,-83.2499
Macon,17794,1225,35.1798,-83.3809
Meriwether,3336,47,32.8870,-84.6781
Stephens,6104,129,32.7566,-98.9125
Bannock,798,4,42.6504,-112.1901
Cassia,1224,65,42.4097,-113.5805
Grundy,5384,91,35.4589,-85.6689
Dearborn,6966,682,39.0676,-84.9053
Decatur,17931,1714,35.5188,-88.2526
Ohio,6830,52,40.0483,-80.6229
Porter,17606,622,41.6850,-86.9804
Starke,1202,98,41.1989,-86.8922
Warrick,6170,936,38.0469,-87.2847
Buchanan,19750,88,37.2754,-82.0988
Cedar,2709,28,42.4555,-97.4698
Doniphan,359,1,39.7518,-94.8889
Pottawatomie,3599,211,35.3525,-96.9647
Woodson,339,1,37.8682,-95.7533
McCracken,3396,113,37.0405,-88.5734
Menifee,291,2,37.9542,-83.6226
Muhlenberg,16148,261,37.0753,-86.9951
Vernon,1709,103,43.6559,-90.3365
Waldo,2546,603,44.4280,-69.0325
Hillsdale,7623,1006,41.7242,-84.4189
Isabella,3403,374,43.6998,-84.7657
Kalkaska,1052,125,44.8366,-85.2871
Lapeer,9327,1340,42.9208,-83.0435
Manistee,649,1,44.2449,-86.2927
Choctaw,5521,203,31.7131,-88.2917
Noxubee,5042,116,33.2367,-88.5781
Cape Girardeau,2895,76,37.2368,-89.7978
Pemiscot,2465,115,36.3318,-89.8242
Saunders,887,27,41.2665,-96.7209
Cibola,4370,168,35.0659,-107.5676
Curry,1793,1,34.8217,-103.3157
Chemung,6511,207,42.0127,-76.7298
Transylvania,503,1,35.1458,-82.8201
Highland,825,31,38.4116,-79.5809
Mayes,1374,205,36.4770,-95.0195
Wagoner,7081,777,35.9641,-95.3791
Clatsop,1295,1,46.1303,-123.3715
Armstrong,2893,148,35.1075,-101.3628
Clearfield,1299,1,40.8745,-78.7274
Juniata,4498,77,40.5686,-77.4047
Brookings,716,1,44.2834,-96.6854
Overton,739,1,36.3875,-85.3265
Comal,3653,356,29.6997,-98.1148
Falls,245,1,31.3711,-97.0763
Grayson,11219,279,33.6233,-96.7286
Hidalgo,21181,366,32.3748,-108.7161
Nueces,9278,122,27.8094,-97.8455
Parker,2364,14,32.7508,-97.6999
Victoria,7478,232,28.8285,-96.9850
Caledonia,767,1,44.6431,-71.9791
Chesapeake city,17100,460,44.6431,-71.9791
Halifax,5755,48,36.4452,-77.6490
Preston,824,14,39.3254,-79.5546
Sweetwater,1111,1,41.6698,-109.2714
Chilton,3668,43,32.9170,-86.7203
Colbert,3787,99,34.7559,-87.7007
Etowah,9249,529,33.9446,-85.9319
Russell,5791,159,36.9792,-82.2960
Wilcox,8708,663,32.0701,-87.2914
Drew,848,55,33.6264,-91.9294
Inyo,1150,42,37.4189,-118.5424
Sutter,1978,123,39.2788,-121.6624
Otero,4112,71,33.1473,-105.8590
Gadsden,7685,28,30.4992,-84.4582
Long,352,14,31.7096,-81.7457
Taylor,18058,358,45.0772,-90.3143
Thomas,12161,1174,41.9033,-100.2699
Ware,8062,582,31.2406,-82.3411
Wilkes,12734,121,36.2469,-81.1142
Idaho,191,1,46.0509,-116.3498
Nez Perce,3590,885,46.3934,-116.9934
Payette,954,85,43.9705,-116.8187
Rush,2324,92,39.4981,-85.4676
Neosho,135,1,37.5186,-95.1742
Shawnee,9168,317,38.8911,-95.6999
Laurel,967,103,37.1209,-84.0804
McCreary,634,1,36.6648,-84.4395
Jefferson Davis,5962,387,30.2355,-92.7481
Morehouse,3896,224,32.7749,-91.9058
Winn,3454,116,31.9240,-92.6425
Dukes,1180,45,41.4565,-70.6069
Iosco,2706,326,44.2337,-83.8033
Lenawee,6244,99,41.7859,-84.0403
Marquette,2727,496,43.7653,-89.4599
Sanilac,2047,243,43.1864,-82.8617
Goodhue,1761,34,44.4088,-93.0303
Winona,3718,720,43.9837,-91.8680
Prentiss,1827,86,34.7080,-88.6620
Cooper,431,1,38.9341,-92.7025
McDonald,474,1,36.5746,-94.3912
Platte,16826,49,42.0089,-104.9711
Ralls,106,1,39.5844,-91.3987
Hill,1056,49,32.1419,-97.3972
Eddy,928,70,32.1767,-104.3739
Rio Arriba,1374,8,36.1769,-106.4245
Chautauqua,2743,113,42.0747,-79.4850
Bertie,3451,130,36.2015,-76.7663
Caldwell,7658,44,29.8785,-97.6831
Duplin,15074,260,34.8271,-77.9247
Hertford,2435,64,36.3567,-76.9105
Lenoir,5613,202,35.2236,-77.6333
McDowell,2118,41,37.4501,-81.7029
Foster,70,1,47.4551,-98.5664
Pickaway,84693,1048,39.5705,-82.9471
Seneca,3077,106,42.6135,-76.8225
Carter,1937,147,36.3688,-82.2919
Creek,4710,340,36.0821,-96.5819
Osage,5192,453,36.5698,-96.7080
Lycoming,5442,316,41.2472,-76.9184
Newport,9323,132,41.4803,-71.3205
Providence,380292,12606,41.8900,-71.3934
Williamsburg,6373,286,37.2692,-76.7076
Meade,1714,81,37.2836,-100.3430
Hawkins,1720,115,36.4745,-82.8593
Atascosa,1255,58,28.9643,-98.4957
Austin,915,1,29.7965,-96.1051
Blanco,365,5,30.4298,-98.3609
Burnet,1200,1,30.5677,-98.2751
Coryell,8835,84,31.4187,-97.5114
Eastland,252,2,32.2136,-98.6721
Erath,795,62,32.0875,-98.3391
Gaines,213,1,32.9419,-102.5657
Grimes,2846,50,30.3874,-96.0895
Guadalupe,5831,4,34.9360,-104.6769
Hale,5806,328,34.2791,-101.8968
Hopkins,10942,1250,33.3222,-95.5606
Hunt,2900,143,32.9324,-96.2471
Kaufman,6180,51,32.7315,-96.1590
Llano,204,1,30.7807,-98.4393
Maverick,2525,15,28.9470,-100.6237
Milam,1041,42,30.8740,-97.1289
San Patricio,1034,1,28.0969,-97.8650
Terry,660,1,33.3377,-102.2059
Tom Green,3039,55,31.4426,-100.4501
Wharton,2354,3,29.1119,-96.4123
Lamoille,1612,60,44.6366,-72.6786
Fredericksburg city,3550,1,44.6366,-72.6786
Manassas city,23168,194,44.6366,-72.6786
Mathews,252,1,37.4984,-76.2883
Nottoway,792,1,37.1812,-78.1307
Roanoke,3332,99,37.2746,-79.8888
Shenandoah,11160,390,38.7394,-78.6513
Ferry,70,1,48.7311,-118.6663
Okanogan,1665,71,48.0536,-119.8994
Raleigh,606,1,37.6095,-81.3050
Iowa,1803,3,42.8419,-90.3961
Juneau,956,53,43.6531,-90.2239
Bullock,2852,58,32.0764,-85.5244
Coosa,1673,53,32.9791,-86.0358
Crenshaw,1834,45,31.8495,-86.2057
Marengo,4404,211,32.4980,-87.8298
La Paz,1438,87,33.9921,-114.4046
Mohave,9859,1032,35.4227,-113.6486
Chicot,566,1,33.3299,-91.2847
Lonoke,2341,4,35.0129,-91.9571
Kit Carson,1189,110,39.3038,-102.4234
Rio Grande,616,4,37.6877,-106.5860
Haralson,1753,84,33.7335,-85.2859
McDuffie,2702,222,33.4666,-82.4992
Toombs,1987,178,32.1713,-82.3298
Tazewell,3080,196,37.0879,-81.8080
Fountain,714,111,40.1089,-87.1577
Posey,716,1,38.2042,-87.9151
Appanoose,329,136,40.8017,-92.8871
Des Moines,1683,39,40.8600,-91.3146
Mahaska,1685,129,41.2855,-92.5371
Monona,758,1,42.0208,-95.9660
Page,6476,492,38.5769,-78.5027
East Feliciana,7738,940,30.9682,-91.1125
Pointe Coupee,6876,816,30.6824,-91.4248
Vermilion,3577,150,29.9750,-92.1266
Gogebic,267,69,46.4767,-89.9336
Ionia,4722,142,42.7824,-85.1374
Mecosta,914,99,43.7505,-85.1436
Missaukee,714,69,44.3325,-85.2969
Oceana,1882,79,43.5595,-86.3477
Ogemaw,772,7,44.4297,-84.0225
Shiawassee,9703,734,43.1168,-83.9693
Kandiyohi,12565,37,45.4054,-94.8397
Sibley,311,1,44.6728,-94.2320
Wilkin,589,146,46.2769,-96.3122
Quitman,1416,51,34.2006,-90.2845
Yalobusha,2404,71,33.9765,-89.6845
Bollinger,246,1,37.3171,-90.0282
Stoddard,2042,59,37.0237,-89.8196
Meagher,69,1,46.5452,-110.9039
Toole,1678,326,48.8777,-111.9062
Kearney,399,1,40.4981,-98.9671
McIntosh,783,20,46.2554,-99.5546
Athens,441,66,39.4016,-81.9549
Muskingum,1402,2,40.1376,-82.0119
Wyandot,1457,109,40.9517,-83.1709
Comanche,8615,133,31.9005,-98.6044
Craig,850,1,37.5013,-80.1119
Okmulgee,1052,2,35.7769,-96.0279
Sequoyah,739,163,35.4578,-94.4984
Tillamook,352,1,45.1208,-123.9766
Wasco,885,39,45.6850,-121.3952
Blair,1620,17,40.5082,-78.4007
Indiana,3923,218,40.8197,-78.8297
Susquehanna,4308,510,41.9506,-75.6095
Cannon,749,1,35.8247,-86.0724
Meigs,971,1,35.5292,-84.7933
Unicoi,169,1,36.1222,-82.4202
Angelina,5252,52,31.2345,-94.7665
Karnes,203,1,28.8858,-97.7134
Nacogdoches,9693,574,31.8126,-94.8411
Rockwall,5208,234,32.9170,-96.4377
Val Verde,803,1,29.3708,-100.8800
Amelia,984,44,37.3366,-77.9882
Fauquier,8728,172,38.6540,-77.6370
Hampton city,7519,116,38.6540,-77.6370
King George,2118,171,38.3282,-77.2423
Lynchburg city,3394,44,38.3282,-77.2423
Pittsylvania,1019,44,37.0954,-79.3029
Poquoson city,397,1,37.0954,-79.3029
Prince George,2818,2,37.2357,-77.3325
Radford city,187,1,37.2357,-77.3325
Southampton,5466,65,36.5778,-77.1989
Vilas,292,1,45.9910,-89.5332
Hot Springs,332,1,43.7819,-108.5679
Covington,7010,71,37.7785,-79.9868
Baxter,355,1,36.2721,-92.2824
Colusa,217,1,39.0742,-121.8988
Kings,16522,87,40.6501,-73.9496
Alamosa,1609,111,37.4767,-105.8396
Costilla,224,1,37.2086,-105.5667
Levy,1106,5,29.4479,-82.4680
Suwannee,7372,731,30.2956,-82.9847
Chattahoochee,1079,1,32.3470,-84.7870
Habersham,16846,596,34.5648,-83.5424
Hart,1487,1,34.2859,-83.1097
Upson,12147,1140,32.9369,-84.3405
Gem,821,1,43.8685,-116.4890
Bureau,660,30,41.3573,-89.7372
Iroquois,3737,93,40.5162,-88.0759
Huntington,815,105,40.7410,-85.5618
Kosciusko,2925,103,41.0743,-85.8923
LaGrange,2132,96,41.6480,-85.4179
Whitley,1915,85,41.2308,-85.3201
Dickinson,720,115,43.3742,-95.1744
Coffey,2860,383,38.2622,-95.7423
Gove,68,1,38.9593,-100.4870
Harvey,550,34,38.0364,-97.3463
McPherson,1336,1,41.5584,-100.9536
Bullitt,3934,175,38.0562,-85.6847
Larue,331,1,37.5668,-85.7353
West Feliciana,7905,288,30.7851,-91.3787
Gratiot,1816,170,43.1807,-84.6793
Beltrami,480,1,47.5065,-94.9970
Faribault,479,1,43.7677,-94.0174
Mahnomen,171,29,47.3219,-95.9512
Kemper,4167,266,32.8302,-88.4771
Neshoba,15675,770,32.7889,-89.2384
Sharkey,301,1,32.9719,-90.8284
Atchison,782,1,40.3392,-95.3920
Chariton,320,1,39.4233,-92.8025
Pettis,2507,23,38.6211,-93.4101
Ray,687,1,39.1956,-94.0523
Valencia,2837,37,34.7687,-106.6447
Person,1471,36,36.3905,-78.9811
Surry,3864,81,36.5233,-80.8671
Latimer,292,61,34.9508,-95.0814
Pittsburg,1720,119,34.8353,-95.8357
Morrow,4092,38,40.5533,-82.8279
Northumberland,7038,71,41.0850,-76.8646
Aurora,362,1,43.5272,-98.5894
Faulk,68,1,45.1913,-99.4659
Todd,5316,8,46.3240,-95.0903
Hood,1192,161,32.4885,-97.8357
Montague,401,44,33.7835,-97.7302
Navarro,1851,122,32.0925,-96.7174
Randall,19972,216,35.0539,-101.8186
Starr,847,2,26.3859,-98.8990
Uvalde,427,1,29.3214,-99.4696
Willacy,711,62,26.4634,-97.9088
Young,243,50,33.1950,-98.7436
Uintah,413,1,40.3695,-109.3556
Bristol city,136,1,40.3695,-109.3556
Galax city,2355,1,40.3695,-109.3556
Roanoke city,4724,166,40.3695,-109.3556
Skamania,179,1,45.6425,-121.9689
Greenbrier,370,1,37.7981,-80.3003
Pleasants,138,1,39.3786,-81.2635
Marinette,910,70,45.0556,-87.7476
Waupaca,780,68,44.3950,-88.7394
Goshen,267,1,41.7852,-104.2650
Washakie,739,29,44.0347,-107.4480
Gila,903,35,34.3199,-111.3051
Glenn,440,1,39.5149,-122.1995
Baca,682,1,37.3861,-102.2801
Moffat,350,2,40.5191,-108.0889
Hendry,8589,337,26.7325,-80.9518
Bulloch,2259,98,32.5383,-81.9297
Jenkins,887,57,32.9149,-81.9490
Murray,3739,35,34.8282,-84.7657
Wheeler,821,1,35.5291,-100.4394
Bonneville,1668,1,43.5258,-111.9308
Switzerland,961,1,38.7427,-85.0783
Vermillion,433,1,39.6670,-87.5203
Wabash,2666,74,38.5276,-87.7103
Keokuk,401,1,41.3651,-91.9533
Boyle,1031,1,37.6420,-84.7769
Bracken,481,1,38.6818,-84.0666
Breckinridge,611,31,37.8312,-86.6304
Nicholas,449,24,38.2865,-80.8410
East Carroll,1934,1,32.8133,-91.1826
Clearwater,149,1,46.4866,-116.2568
Amite,1935,38,31.1611,-90.8006
Gosper,532,1,40.5733,-99.7409
Cattaraugus,3131,52,42.0368,-78.3373
Schuyler,761,1,42.3350,-76.7881
Edgecombe,6552,280,35.9896,-77.5800
Perquimans,851,62,36.1813,-76.4673
Barnes,221,2,46.9428,-98.2238
Divide,67,1,48.9163,-103.2967
Mountrail,2030,2,48.3799,-102.7718
Auglaize,2285,145,40.5558,-84.0796
Van Wert,217,1,40.7852,-84.4559
Le Flore,591,27,34.9699,-94.7205
Nowata,1132,1,36.9146,-95.8047
Clarion,1267,63,41.0210,-79.2782
Huntingdon,6244,22,40.6472,-78.1957
McKean,407,28,41.9604,-78.6413
Snyder,1810,68,40.7625,-76.9408
Deuel,67,1,41.0610,-102.0745
Hamlin,142,1,44.5899,-97.4673
Hutchinson,1226,2,35.7026,-101.5317
Yankton,1938,1,42.8901,-97.3926
Bledsoe,24706,24,35.6026,-85.1984
Hardeman,4998,1,34.2954,-99.7429
Trousdale,45918,134,36.3921,-86.1568
Weakley,1075,1,36.2174,-88.6107
Burleson,829,1,30.3460,-96.5311
Lamb,392,1,34.0120,-102.4147
Lynn,314,44,32.9652,-101.8309
Hopewell city,2276,3,32.9652,-101.8309
New Kent,1392,48,37.5095,-76.9862
Powhatan,999,1,37.5427,-77.9267
Converse,1137,1,42.8565,-105.8624
Sublette,176,1,42.8676,-109.8707
Arkansas,150,1,34.1192,-91.3789
Ashley,891,1,33.1212,-91.5464
Hempstead,468,56,33.5113,-93.5671
Tuolumne,154,1,37.8703,-120.4443
Mineral,1499,10,39.6151,-78.7615
Montezuma,1298,140,37.5017,-108.6600
Glades,656,65,26.8338,-81.0985
Wakulla,1382,53,30.0282,-84.3936
Bacon,2562,77,31.5441,-82.4145
Brooks,2925,354,27.2200,-98.0645
Candler,488,1,32.3958,-82.0621
Owyhee,411,1,42.9840,-116.0918
Bond,445,49,39.0290,-89.5247
Menard,649,1,30.9185,-99.7837
Finney,39181,195,37.9864,-100.9937
Boyd,1946,165,42.8313,-98.4668
Red River,2815,352,33.5523,-94.7804
Sabine,1471,16,31.4541,-93.7979
Cheboygan,1026,61,45.7752,-84.7477
Cottonwood,1985,1,43.9096,-95.0461
Isanti,740,1,45.7223,-93.1717
Otter Tail,1487,1,46.3798,-96.1309
Deer Lodge,197,1,46.0607,-113.0679
Scotts Bluff,2406,1,41.9641,-103.9247
Alleghany,875,25,36.5035,-81.1218
Caswell,1768,27,36.5372,-79.2081
Columbus,9454,678,34.3189,-78.5934
Currituck,402,1,36.3513,-75.9527
Pamlico,438,1,35.1449,-76.8447
Yadkin,3504,58,36.2336,-80.8351
Rogers,3339,201,36.1832,-95.7663
Texas,21274,147,36.8610,-101.2161
Mifflin,2260,18,40.5549,-77.6168
Venango,425,1,41.4716,-79.9311
Fall River,127,1,43.4313,-103.4836
Roberts,922,1,35.6924,-100.6416
Haywood,2292,67,35.5240,-83.0642
McNairy,633,1,35.3570,-88.6169
Obion,915,65,36.2021,-89.0155
Ector,5544,212,32.0105,-102.3587
Kleberg,562,52,27.5095,-97.8610
San Jacinto,597,1,30.5898,-95.1307
Swisher,591,1,34.5374,-101.7743
Waller,2020,3,30.0996,-96.0781
Greensville,2278,278,36.8160,-77.4689
Manassas Park city,6931,125,36.8160,-77.4689
Winchester city,4076,28,36.8160,-77.4689
Wythe,756,44,36.9530,-81.0881
Cabell,2561,1,38.3243,-82.2172
Wetzel,295,1,39.5011,-80.5554
Wirt,175,1,39.0617,-81.3976
Greenlee,147,3,33.0531,-109.3307
St. Francis,14336,13,35.0788,-90.8136
Alpine,108,1,38.8103,-119.8033
Archuleta,449,1,37.2675,-107.0301
Phillips,876,53,40.6831,-102.1725
Appling,4469,397,31.7642,-82.3508
Banks,2135,6,34.3095,-83.6381
Bleckley,1235,1,32.3875,-83.3523
Dade,935,62,34.8741,-85.5096
Dooly,7027,502,32.1956,-83.7596
Gilmer,4537,4,38.9379,-80.8339
Schley,897,59,32.2380,-84.3089
Bonner,248,1,48.3091,-116.5390
Jerome,4574,112,42.7183,-114.5159
Minidoka,1028,1,42.7539,-113.4901
Audubon,358,23,41.5920,-94.8811
Guthrie,1351,59,41.8452,-94.3070
Antrim,588,3,44.9024,-85.0613
Houghton,141,1,47.1277,-88.5085
Itasca,1352,140,47.3207,-93.7859
Meeker,1129,1,44.9431,-94.5197
Watonwan,1441,1,44.0535,-94.8378
Alcorn,630,36,34.9224,-88.4432
Maries,126,1,38.2848,-91.7217
Reynolds,130,2,37.4574,-91.2120
Antelope,245,1,42.3377,-97.9718
Torrance,1177,30,34.7669,-106.0313
Alexander,972,1,35.8162,-81.2962
Grand Forks,12619,75,47.9241,-97.3655
Oliver,65,1,47.1149,-101.2977
Preble,1484,57,39.8564,-84.7922
Ross,2526,55,39.4647,-82.7456
