fips,county,Lat,Long
45087,Union,34.7922,-81.4614
45089,Williamsburg,33.6665,-79.8293
46083,Lincoln,43.3479,-96.8939
46093,Meade,44.411,-103.4976
47003,Bedford,35.4523,-86.2582
47073,Hawkins,36.4745,-82.8593
47101,Lewis,35.5514,-87.554
47185,White,35.9347,-85.4726
48013,Atascosa,28.9643,-98.4957
48015,Austin,29.7965,-96.1051
48031,Blanco,30.4298,-98.3609
48053,Burnet,30.5677,-98.2751
48099,Coryell,31.4187,-97.5114
48133,Eastland,32.2136,-98.6721
48143,Erath,32.0875,-98.3391
48149,Fayette,30.064,-96.6958
48165,Gaines,32.9419,-102.5657
48185,Grimes|Brazos,30.3874,-96.0895
48187,Guadalupe,29.4892,-98.1094
48189,Hale,34.2791,-101.8968
48199,Hardin,30.1933,-94.193
48223,Hopkins,33.3222,-95.5606
48231,Hunt,32.9324,-96.2471
48257,Kaufman,32.7315,-96.159
48259,Kendall,29.7844,-98.7289
48277,Lamar,33.6689,-95.5462
48291,Liberty,30.047,-94.7908
48293,Limestone,31.307,-96.6293
48299,Llano,30.7807,-98.4393
48323,Maverick,28.947,-100.6237
48331,Milam,30.874,-97.1289
48361,Orange,30.1291,-93.9967
48395,Robertson,30.877,-96.5956
48409,San Patricio,28.0969,-97.865
48445,Terry,33.3377,-102.2059
48451,Tom Green,31.4426,-100.4501
48471,Walker,30.705,-95.5545
48481,Wharton,29.1119,-96.4123
48493,Wilson,29.2358,-97.9636
50015,Lamoille,44.6366,-72.6786
51069,Frederick,39.0902,-78.223
51630,Fredericksburg,38.2992,-77.4872
51113,Madison,38.3792,-78.2586
51683,Manassas,38.7479,-77.4838
51115,Mathews,37.4984,-76.2883
51125,Nelson|Augusta,37.9161,-78.9382
51135,Nottoway,37.1812,-78.1307
51137,Orange|Louisa,38.136,-78.1879
51161,Roanoke,37.2746,-79.8888
51171,Shenandoah,38.7394,-78.6513
53019,Ferry,48.7311,-118.6663
53047,Okanogan,48.0536,-119.8994
54045,Logan,37.688,-81.8737
54049,Marion,39.5119,-80.2514
54069,Ohio,40.0483,-80.6229
54081,Raleigh,37.6095,-81.305
55043,Grant,42.9793,-90.6491
55049,Iowa,42.8419,-90.3961
55057,Juneau,43.6531,-90.2239
55081,Monroe,43.8132,-90.5268
56001,Albany,41.3099,-105.6085
1011,Bullock,32.0764,-85.5244
1023,Choctaw|Washington,31.7131,-88.2917
1037,Coosa,32.9791,-86.0358
1041,Crenshaw,31.8495,-86.2057
1049,DeKalb,34.4939,-85.8435
1085,Lowndes,32.1801,-86.6888
1091,Marengo,32.498,-87.8298
4012,La Paz,33.9921,-114.4046
4015,Mohave,35.4227,-113.6486
5017,Chicot,33.3299,-91.2847
5061,Howard,33.8183,-93.8969
5085,Lonoke,35.0129,-91.9571
5121,Randolph,36.3609,-90.759
8063,Kit Carson,39.3038,-102.4234
8105,Rio Grande,37.6877,-106.586
8121,Washington,40.1644,-103.2206
12133,Washington,30.6332,-85.5874
13037,Calhoun,31.4847,-84.5133
13119,Franklin,34.4953,-83.0975
13143,Haralson,33.7335,-85.2859
13189,McDuffie,33.4666,-82.4992
13279,Toombs,32.1713,-82.3298
16037,Custer,43.912,-113.6128
17055,Franklin,37.9721,-89.1111
17179,Tazewell,40.534,-89.3556
18045,Fountain,40.1089,-87.1577
18099,Marshall,41.2159,-86.4236
18117,Orange,38.5462,-86.6202
18129,Posey,38.2042,-87.9151
18171,Warren,40.1973,-87.527
19007,Appanoose,40.8017,-92.8871
19043,Clayton,42.9269,-91.3879
19057,Des Moines,40.86,-91.3146
19123,Mahaska,41.2855,-92.5371
19133,Monona,42.0208,-95.966
19145,Page,40.6561,-95.2349
20087,Jefferson,39.4159,-95.3304
20191,Sumner,37.3899,-97.643
21015,Boone,39.1067,-84.7277
21107,Hopkins,37.186,-87.4556
21161,Mason,38.7563,-83.8845
21167,Mercer,37.921,-84.8615
21225,Union,37.5466,-87.9878
21233,Webster,37.5579,-87.4371
22037,East Feliciana,30.9682,-91.1125
22059,La Salle Parish,31.6788,-92.1493
22065,Madison,32.4067,-91.1915
22077,Pointe Coupee,30.6824,-91.4248
22113,Vermilion,29.975,-92.1266
23007,Franklin,44.4916,-70.1923
26053,Gogebic,46.4767,-89.9336
26067,Ionia,42.7824,-85.1374
26107,Mecosta,43.7505,-85.1436
26113,Missaukee,44.3325,-85.2969
26127,Oceana,43.5595,-86.3477
26129,Ogemaw,44.4297,-84.0225
26155,Shiawassee,43.1168,-83.9693
27067,Kandiyohi,45.4054,-94.8397
27143,Sibley,44.6728,-94.232
27167,Wilkin,46.2769,-96.3122
28009,Benton,34.8239,-89.2385
28075,Lauderdale,32.5104,-88.5264
28119,Quitman,34.2006,-90.2845
28161,Yalobusha,33.9765,-89.6845
29015,Benton,38.2474,-93.371
29017,Bollinger,37.3171,-90.0282
29035,Carter,37.0082,-91.0113
29207,Stoddard,37.0237,-89.8196
30053,Lincoln,48.7723,-114.9008
30059,Meagher,46.5452,-110.9039
30101,Toole,48.8777,-111.9062
31079,Hall,41.0046,-98.6007
31099,Kearney,40.4981,-98.9671
37013,Beaufort,35.303,-76.7889
38049,McHenry,48.4977,-100.6098
38051,McIntosh,46.2554,-99.5546
39009,Athens,39.4016,-81.9549
39081,Jefferson,40.2701,-80.6318
39119,Muskingum,40.1376,-82.0119
39175,Wyandot,40.9517,-83.1709
40031,Comanche,34.6197,-98.7522
40035,Craig,36.8739,-95.0947
40081,Lincoln,35.895,-96.8702
40111,Okmulgee,35.7769,-96.0279
40115,Ottawa,36.9316,-94.8706
40135,Sequoyah,35.4578,-94.4984
41057,Tillamook,45.1208,-123.9766
41065,Wasco,45.685,-121.3952
42013,Blair,40.5082,-78.4007
42039,Crawford,41.562,-80.2261
42063,Indiana,40.8197,-78.8297
42115,Susquehanna,41.9506,-75.6095
47005,Benton,36.2325,-88.0854
47015,Cannon,35.8247,-86.0724
47111,Macon,36.5301,-85.8481
47121,Meigs,35.5292,-84.7933
47171,Unicoi,36.1222,-82.4202
48005,Angelina,31.2345,-94.7665
48057,Calhoun,28.4463,-96.4205
48239,Jackson,28.8325,-96.5388
48255,Karnes,28.8858,-97.7134
48317,Martin,32.1315,-101.7928
48347,Nacogdoches,31.8126,-94.8411
48397,Rockwall,32.917,-96.4377
48465,Val Verde,29.3708,-100.88
49029,Morgan,41.0415,-111.6801
51007,Amelia,37.3366,-77.9882
51061,Fauquier,38.654,-77.637
51079,Greene,38.2991,-78.4367
51650,Hampton,37.0551,-76.3629
51099,King George,38.3282,-77.2423
51680,Lynchburg,37.4003,-79.1909
51131,Northampton,37.257,-76.0093
51143,Pittsylvania,37.0954,-79.3029
51735,Poquoson,37.1318,-76.3569
51149,Prince George,37.2357,-77.3325
51750,Radford,37.1229,-80.5587
51175,Southampton,36.5778,-77.1989
51187,Warren,38.9231,-78.1033
51191,Washington,36.6326,-81.7891
54053,Mason,39.0183,-82.0314
54097,Upshur,38.9927,-80.2282
55019,Clark,44.5605,-90.5905
55097,Portage,44.2607,-89.4087
55125,Vilas,45.991,-89.5332
56017,Hot Springs,43.7819,-108.5679
56019,Johnson,43.71,-106.6371
1039,Covington,31.3006,-86.3975
1053,Escambia,31.0127,-87.2541
1063,Greene,32.9938,-87.9071
1111,Randolph,33.4198,-85.4903
1133,Winston,34.1496,-87.4027
5005,Baxter,36.2721,-92.2824
6011,Colusa,39.0742,-121.8988
6031,Kings,36.303,-119.637
8003,Alamosa,37.4767,-105.8396
8023,Costilla,37.2086,-105.5667
8073,Lincoln,39.1361,-103.4735
12075,Levy,29.4479,-82.468
12121,Suwannee,30.2956,-82.9847
13053,Chattahoochee,32.347,-84.787
13137,Habersham,34.5648,-83.5424
13147,Hart|Franklin,34.2859,-83.1097
13293,Upson,32.9369,-84.3405
16045,Gem,43.8685,-116.489
17011,Bureau,41.3573,-89.7372
17073,Henry,41.3515,-90.3767
17075,Iroquois,40.5162,-88.0759
18015,Carroll,40.5452,-86.5242
18023,Clinton,40.1944,-86.6671
18049,Fulton,41.0192,-86.4125
18065,Henry,39.9973,-85.2512
18069,Huntington,40.741,-85.5618
18085,Kosciusko,41.0743,-85.8923
18087,LaGrange,41.648,-85.4179
18135,Randolph,40.1898,-85.2037
18183,Whitley,41.2308,-85.3201
19023,Butler,42.7518,-92.7957
19045,Clinton,41.8227,-90.5448
19059,Dickinson,43.3742,-95.1744
19083,Hardin,42.2435,-93.0625
19095,Iowa,41.7557,-92.1859
19127,Marshall,42.0067,-92.7749
19137,Montgomery,40.981,-95.1029
19187,Webster,42.3616,-94.2955
19197,Wright|Franklin,42.6593,-93.5012
20027,Clay,39.4301,-96.9997
20031,Coffey,38.2622,-95.7423
20063,Gove,38.9593,-100.487
20079,Harvey,38.0364,-97.3463
20113,McPherson,38.5511,-97.4274
20139,Osage,38.7793,-95.557
20143,Ottawa,38.9692,-97.7591
21029,Bullitt,38.0562,-85.6847
21037,Campbell,38.89,-84.2481
21123,Larue,37.5668,-85.7353
21239,Woodford,38.1543,-84.678
22125,West Feliciana,30.7851,-91.3787
26027,Cass,41.9834,-86.1125
26039,Crawford,44.6566,-84.7091
26057,Gratiot,43.1807,-84.6793
26063,Huron,43.9395,-82.7149
27007,Beltrami,47.5065,-94.997
27043,Faribault,43.7677,-94.0174
27081,Lincoln,44.3814,-96.1812
27087,Mahnomen,47.3219,-95.9512
28063,Jefferson,31.7123,-91.062
28069,Kemper,32.8302,-88.4771
28099,Neshoba,32.7889,-89.2384
28125,Sharkey,32.9719,-90.8284
29005,Atchison,40.3392,-95.392
29009,Barry,36.6707,-93.9399
29021,Buchanan,39.7226,-94.6404
29041,Chariton,39.4233,-92.8025
29113,Lincoln,39.1682,-90.7879
29159,Pettis,38.6211,-93.4101
29177,Ray,39.1956,-94.0523
29229,Wright,37.1072,-92.4189
30047,Lake,47.5287,-114.1005
30067,Park,45.0187,-109.9119
35041,Roosevelt,33.8609,-103.1071
35061,Valencia,34.7687,-106.6447
37079,Greene,35.4505,-77.6768
37145,Person,36.3905,-78.9811
37171,Surry,36.5233,-80.8671
39051,Fulton,41.7113,-83.9057
39149,Shelby,40.2891,-84.1667
40015,Caddo,34.9362,-98.1363
40021,Cherokee,35.9642,-94.8912
40023,Choctaw,34.0244,-95.2972
40077,Latimer,34.9508,-95.0814
40121,Pittsburg,34.8353,-95.8357
41009,Columbia,46.0768,-122.9405
41049,Morrow,45.8959,-119.4883
42097,Northumberland,41.085,-76.8646
46003,Aurora,43.5272,-98.5894
46049,Faulk,45.1913,-99.4659
46081,Lawrence,44.5458,-103.72
46121,Todd,43.3061,-100.5948
46127,Union,42.6816,-96.68
47159,Smith,36.2414,-85.9575
48073,Cherokee,31.8968,-95.152
48203,Harrison,32.5886,-94.4468
48221,Hood,32.4885,-97.8357
48337,Montague,33.7835,-97.7302
48349,Navarro,32.0925,-96.7174
48381,Randall,35.0539,-101.8186
48419,Shelby,31.944,-94.2457
48427,Starr,26.3859,-98.899
48441,Taylor,32.4522,-99.8666
48463,Uvalde,29.3214,-99.4696
48489,Willacy,26.4634,-97.9088
48503,Young,33.195,-98.7436
49047,Uintah,40.3695,-109.3556
51520,Bristol,36.6179,-82.1607
51640,Galax,36.666,-80.9176
51770,Roanoke,37.2785,-79.958
53059,Skamania,45.6425,-121.9689
54025,Greenbrier,37.7981,-80.3003
54029,Hancock,40.6179,-80.5999
54073,Pleasants,39.3786,-81.2635
55051,Iron,46.4104,-90.2695
55075,Marinette,45.0556,-87.7476
55103,Richland,43.1857,-90.2012
55135,Waupaca|Outagamie,44.395,-88.7394
56015,Goshen,41.7852,-104.265
56043,Washakie,44.0347,-107.448
1099,Monroe,31.3074,-87.4992
4007,Gila,34.3199,-111.3051
5071,Johnson,35.4569,-93.4803
6021,Glenn,39.5149,-122.1995
8009,Baca,37.3861,-102.2801
8081,Moffat,40.5191,-108.0889
12051,Hendry,26.7325,-80.9518
13031,Bulloch,32.5383,-81.9297
13165,Jenkins,32.9149,-81.949
13213,Murray,34.8282,-84.7657
13231,Pike,33.0918,-84.4385
13297,Walton,33.7455,-83.8502
13309,Wheeler,32.1469,-82.7798
16019,Bonneville,43.5258,-111.9308
16063,Lincoln,42.9127,-114.2663
17015,Carroll,42.0904,-90.1396
17051,Fayette,38.8676,-88.8505
17115,Macon,39.7117,-88.9965
18025,Crawford,38.3714,-86.3444
18111,Newton,40.9523,-87.299
18155,Switzerland,38.7427,-85.0783
18165,Vermillion,39.667,-87.5203
18169,Wabash,40.9807,-85.8393
18181,White,40.6622,-86.8678
19015,Boone,41.9669,-93.8176
19107,Keokuk,41.3651,-91.9533
19165,Shelby,41.7263,-95.4754
19173,Taylor,40.7324,-94.9005
20121,Miami,38.6597,-94.8569
21021,Boyle,37.642,-84.7769
21023,Bracken,38.6818,-84.0666
21027,Breckinridge,37.8312,-86.6304
21031,Butler,37.2173,-86.7001
21041,Carroll,38.6806,-85.193
21071,Floyd,37.6119,-82.7291
21081,Grant,38.6415,-84.5675
21181,Nicholas,38.3162,-84.0334
21211,Shelby|Henry,38.351,-85.1121
21229,Washington,37.6922,-85.2193
22035,East Carroll,32.8133,-91.1826
22041,Franklin,32.1651,-91.721
26133,Osceola,44.0381,-85.4538
27029,Clearwater,47.6962,-95.4287
28005,Amite,31.1611,-90.8006
28023,Clarke,32.0441,-88.8844
28031,Covington,31.5581,-89.4987
29181,Ripley,36.6234,-90.8219
29219,Warren,38.8262,-91.2322
31073,Gosper,40.5733,-99.7409
31141,Platte,41.7004,-97.6938
32013,Humboldt,41.49,-117.5323
36009,Cattaraugus,42.0368,-78.3373
36097,Schuyler,42.335,-76.7881
37065,Edgecombe,35.9896,-77.58
37143,Perquimans,36.1813,-76.4673
37149,Polk,35.266,-82.1985
38003,Barnes,46.9428,-98.2238
38023,Divide,48.9163,-103.2967
38055,McLean,47.4905,-100.7104
38061,Mountrail,48.3799,-102.7718
38085,Sioux,46.2218,-101.0999
39003,Allen,40.8307,-84.0846
39011,Auglaize,40.5558,-84.0796
39123,Ottawa,41.5094,-82.9383
39131,Pike,39.1256,-82.9836
39161,Van Wert,40.7852,-84.4559
40079,Le Flore,34.9699,-94.7205
40105,Nowata,36.9146,-95.8047
42023,Cameron,41.3448,-78.134
42031,Clarion,41.021,-79.2782
42061,Huntingdon,40.6472,-78.1957
42083,McKean,41.9604,-78.6413
42099,Perry,40.3952,-77.0277
42109,Snyder,40.7625,-76.9408
42117,Tioga,41.9868,-76.9396
45059,Laurens,34.4912,-82.2957
46039,Deuel,44.5577,-96.5465
46057,Hamlin,44.5899,-97.4673
46067,Hutchinson,43.4252,-97.8081
46135,Yankton,42.8901,-97.3926
47007,Bledsoe,35.6026,-85.1984
47019,Carter|Washington,36.3688,-82.2919
47069,Hardeman,35.2285,-88.8294
47091,Johnson,36.4695,-81.8049
47129,Morgan,35.9897,-84.5573
47169,Trousdale,36.3921,-86.1568
47173,Union,36.2097,-83.7478
47183,Weakley,36.2174,-88.6107
48051,Burleson,30.346,-96.5311
48055,Caldwell,29.8785,-97.6831
48279,Lamb,34.012,-102.4147
48305,Lynn|Dawson,32.9652,-101.8309
48477,Washington,30.1586,-96.3965
49017,Garfield,37.8234,-112.4351
49037,San Juan,37.205,-109.1623
51670,Hopewell,37.2915,-77.2985
51103,Lancaster,37.6621,-76.4205
51121,Montgomery,37.0676,-80.4405
51127,New Kent,37.5095,-76.9862
51133,Northumberland,37.92,-76.4785
51145,Powhatan,37.5427,-77.9267
55085,Oneida,45.8047,-89.1708
56009,Converse,42.8565,-105.8624
56035,Sublette,42.8676,-109.8707
1087,Macon,32.4551,-85.8066
5001,Arkansas,34.1192,-91.3789
5003,Ashley,33.1212,-91.5464
5057,Hempstead,33.5113,-93.5671
5099,Nevada,33.6278,-93.2348
5105,Perry,35.0399,-92.8991
6109,Tuolumne,37.8703,-120.4443
8079,Mineral,37.8488,-106.9252
8083,Montezuma,37.5017,-108.66
12043,Glades,26.8338,-81.0985
12129,Wakulla,30.0282,-84.3936
13005,Bacon,31.5441,-82.4145
13027,Brooks,30.9433,-83.5003
13043,Candler,32.3958,-82.0621
16073,Owyhee,42.984,-116.0918
17005,Bond|Montgomery,39.029,-89.5247
17095,Knox,41.1093,-90.3988
17129,Menard,40.085,-89.7407
17135,Montgomery,39.167,-89.4735
18021,Clay,39.2769,-87.1126
18055,Greene,38.9879,-87.0813
18083,Knox,38.7991,-87.4604
18151,Steuben,41.6432,-85.005
20055,Finney,37.9864,-100.9937
20125,Montgomery,37.014,-95.9316
20185,Stafford,38,-98.7611
20189,Stevens,37.3252,-101.2065
21019,Boyd,38.4189,-82.6024
21135,Lewis,38.6876,-83.4915
21217,Taylor,37.3446,-85.351
22081,Red River,32.0256,-93.3406
22085,Sabine,31.6118,-93.4077
26031,Cheboygan|Emmet,45.7752,-84.7477
27033,Cottonwood,43.9096,-95.0461
27041,Douglas,45.9741,-95.2925
27059,Isanti,45.7223,-93.1717
27111,Otter Tail,46.3798,-96.1309
28015,Carroll,33.5186,-89.9193
28021,Claiborne,31.8804,-91.1407
28149,Warren,32.3173,-90.8868
30023,Deer Lodge,46.0607,-113.0679
31157,Scotts Bluff,41.9641,-103.9247
36049,Lewis,43.8947,-75.3914
37005,Alleghany,36.5035,-81.1218
37033,Caswell,36.5372,-79.2081
37047,Columbus,34.3189,-78.5934
37053,Currituck,36.3513,-75.9527
37083,Halifax,36.4452,-77.649
37137,Pamlico,35.1449,-76.8447
37187,Washington,35.8786,-76.617
37197,Yadkin,36.2336,-80.8351
40047,Garfield,36.4061,-97.8701
40131,Rogers|Wagoner,36.1832,-95.7663
40133,Seminole,35.2346,-96.65
40139,Texas,36.861,-101.2161
42087,Mifflin,40.5549,-77.6168
42121,Venango,41.4716,-79.9311
46025,Clark,45.107,-97.7806
46027,Clay|Turner|Yankton,43.0837,-97.1576
46047,Fall River,43.4313,-103.4836
46109,Roberts,45.8557,-96.9173
46125,Turner,43.4236,-97.2605
47031,Coffee,35.4085,-85.9639
47075,Haywood,35.4613,-89.4014
47079,Henry,36.2933,-88.3065
47109,McNairy,35.357,-88.6169
47131,Obion|Gibson,36.2021,-89.0155
48115,Dawson,32.9307,-102.1256
48135,Ector,32.0105,-102.3587
48159,Franklin,33.176,-95.2253
48213,Henderson,32.3075,-96.0138
48273,Kleberg,27.5095,-97.861
48373,Polk,30.9988,-94.8275
48407,San Jacinto,30.5898,-95.1307
48437,Swisher,34.5374,-101.7743
48473,Waller,30.0996,-96.0781
51005,Alleghany,37.7985,-79.7903
51081,Greensville|Sussex,36.816,-77.4689
51685,Manassas Park,38.7718,-77.445
51185,Tazewell,37.0879,-81.808
51840,Winchester,39.1735,-78.1746
51197,Wythe,36.953,-81.0881
54011,Cabell,38.3243,-82.2172
54065,Morgan,39.6247,-78.2275
54103,Wetzel,39.5011,-80.5554
54105,Wirt,39.0617,-81.3976
1007,Bibb,32.9597,-87.1334
1057,Fayette|Marion,33.8922,-87.7328
1065,Hale|Tuscaloosa,32.9968,-87.6272
1119,Sumter,32.5982,-88.1891
4011,Greenlee,33.0531,-109.3307
5101,Newton,36.0102,-93.1862
5123,St. Francis,35.0788,-90.8136
6003,Alpine,38.8103,-119.8033
8007,Archuleta,37.2675,-107.0301
8095,Phillips,40.6831,-102.1725
12059,Holmes,30.7234,-85.9374
13001,Appling,31.7642,-82.3508
13011,Banks|Hall,34.3095,-83.6381
13019,Berrien,31.0729,-83.196
13023,Bleckley,32.3875,-83.3523
13061,Clay,31.5198,-84.8691
13075,Cook,31.0466,-83.3906
13083,Dade,34.8741,-85.5096
13093,Dooly,32.1956,-83.7596
13123,Gilmer,34.6911,-84.484
13163,Jefferson,33.1934,-82.5287
13167,Johnson,32.7265,-82.7197
13191,McIntosh,31.3568,-81.4315
13249,Schley,32.238,-84.3089
13263,Talbot,32.5789,-84.5516
13301,Warren,33.4626,-82.7055
16017,Bonner,48.3091,-116.539
16039,Elmore,42.9502,-115.307
16053,Jerome,42.7183,-114.5159
16067,Minidoka,42.7539,-113.4901
17023,Clark,39.215,-87.6657
17033,Crawford,39.1689,-87.673
17121,Marion|Clinton|Jefferson|Washington,38.5224,-89.1233
17157,Randolph,38.2096,-89.9998
17165,Saline,37.8262,-88.5304
19009,Audubon,41.592,-94.8811
19047,Crawford,42.0757,-95.1013
19077,Guthrie,41.8452,-94.307
19097,Jackson,42.3624,-90.5422
19105,Jones,42.1141,-91.0903
19177,Van Buren,40.7011,-91.8005
20005,Atchison,39.571,-95.3037
20169,Saline,38.7736,-97.8645
21155,Marion,37.4943,-85.1483
21157,Marshall,36.8513,-88.3593
26009,Antrim,44.9024,-85.0613
26041,Delta,45.7477,-87.09
26061,Houghton,47.1277,-88.5085
26149,St. Joseph,41.8004,-85.4181
27061,Itasca,47.3207,-93.7859
27093,Meeker,44.9431,-94.5197
27165,Watonwan,44.0535,-94.8378
28003,Alcorn,34.9224,-88.4432
29039,Cedar,37.6233,-93.8036
29055,Crawford,38.0948,-91.2953
29117,Livingston,39.6713,-93.6341
29121,Macon,39.7509,-92.5646
29125,Maries|Osage,38.2848,-91.7217
29141,Morgan,38.6696,-92.8763
29151,Osage,38.4414,-92.0005
29163,Pike,39.2622,-90.8287
29179,Reynolds|Dent,37.4574,-91.212
29209,Stone,36.8054,-93.4709
29225,Webster,37.3886,-92.8304
31003,Antelope,42.3377,-97.9718
31185,York,40.7795,-97.8114
35057,Torrance,34.7669,-106.0313
37003,Alexander,35.8162,-81.2962
37161,Rutherford,35.3624,-81.836
38035,Grand Forks,47.9241,-97.3655
38065,Oliver,47.1149,-101.2977
39015,Brown,39.0293,-83.9267
39075,Holmes,40.5628,-81.8011
39135,Preble,39.8564,-84.7922
39141,Ross,39.4647,-82.7456
40009,Beckham,35.2974,-99.6284
40033,Cotton,34.1954,-98.5881
40085,Love,33.7935,-97.1426
42119,Union,40.8805,-76.9842
45011,Barnwell,33.2419,-81.3659
46091,Marshall,45.7248,-97.4139
47049,Fentress,36.1857,-85.0096
47055,Giles|Lincoln,35.0031,-86.855
47099,Lawrence,35.3218,-87.3013
47117,Marshall,35.3628,-86.8583
47177,Warren,35.6863,-85.7812
47181,Wayne,35.3236,-87.7593
48217,Hill,32.1419,-97.3972
48289,Leon,31.2579,-95.9796
48341,Moore,36.0444,-102.008
48497,Wise,33.2099,-97.7709
51089,Henry,36.7009,-79.9424
51101,King William,37.7458,-77.1315
51730,Petersburg,37.2043,-77.3913
51173,Smyth,36.8009,-81.6832
54083,Randolph,38.7968,-79.8967
54087,Roane,38.8025,-81.3531
55029,Door,45.0659,-87.133
55053,Jackson,44.2981,-90.8419
55077,Marquette,43.7653,-89.4599
5091,Miller,33.4361,-93.996
5127,Scott,34.9004,-94.0941
6063,Plumas,40.0059,-120.9525
8065,Lake,39.2467,-106.2935
8109,Saguache,38.0862,-106.1407
12013,Calhoun,30.5722,-85.1264
12125,Union,30.0638,-82.239
13107,Emanuel|Johnson,32.5306,-82.592
13131,Grady,30.8845,-84.3247
13221,Oglethorpe,33.9103,-83.218
13241,Rabun,34.9196,-83.3854
13251,Screven,32.5214,-81.5331
13259,Stewart,32.0487,-84.798
13295,Walker,34.9296,-85.294
13315,Wilcox,32.1084,-83.5029
13319,Wilkinson,32.8866,-83.3349
16003,Adams,44.7329,-116.4376
16025,Camas,43.3489,-114.8006
17053,Ford,40.5709,-88.2471
17141,Ogle,42.1236,-89.404
18017,Cass,40.8644,-86.5
18077,Jefferson,38.7369,-85.5387
19041,Clay,43.0167,-95.0367
20009,Barton,38.5245,-98.5369
20019,Chautauqua,37.0803,-96.0962
20099,Labette,37.23,-95.1836
21009,Barren,37.0047,-85.9263
21061,Edmonson,37.1952,-86.2691
21083,Graves,36.9211,-88.5226
21091,Hancock,37.8962,-86.7562
21103,Henry,38.3864,-85.2566
21127,Lawrence,38.1079,-82.6132
21197,Powell,37.8475,-83.8572
21203,Rockcastle,37.4027,-84.4144
21207,Russell,37.051,-85.0774
22029,Concordia,31.713,-91.4453
22091,St. Helena,30.6823,-90.6545
26011,Arenac,43.9794,-83.9637
26023,Branch,41.9466,-84.9989
26135,Oscoda,44.6605,-84.1418
27015,Brown,44.1488,-94.4945
27017,Carlton,46.5616,-92.6279
27083,Lyon,44.4488,-95.7897
27155,Traverse,45.5947,-96.8327
28141,Tishomingo,34.4866,-88.1863
29081,Harrison,40.2684,-94.0281
29186,Ste. Genevieve,38.0147,-90.2214
30051,Liberty,48.5113,-110.9663
30065,Musselshell,46.5987,-107.8683
31105,Kimball,41.2342,-103.4867
36099,Seneca,42.6135,-76.8225
37007,Anson,34.9645,-80.0746
37043,Clay,35.0463,-83.8181
37117,Martin,35.9443,-77.2067
37157,Rockingham,36.4428,-79.5433
37193,Wilkes,36.2469,-81.1142
38037,Grant,46.3626,-101.6385
38053,McKenzie,47.8554,-104.0375
38105,Williams,48.2521,-103.4618
39127,Perry,39.6063,-82.2046
41045,Malheur,44.2476,-117.5187
41063,Wallowa,45.5704,-117.5286
42009,Bedford,40.1599,-78.232
45009,Bamberg,33.0985,-81.0138
47085,Humphreys,36.0939,-87.7846
51025,Brunswick,36.5759,-77.9839
51029,Buckingham,37.5541,-78.5514
51031,Campbell|Appomattox,37.3426,-78.9863
51035,Carroll,36.5815,-80.6688
51043,Clarke,39.0933,-78.0601
51620,Franklin,36.6831,-76.9386
51097,King and Queen,37.6683,-76.8782
51139,Page,38.5769,-78.5027
51181,Surry,37.1371,-76.8333
51820,Waynesboro|Augusta,38.0674,-78.9014
54031,Hardy,39.0674,-78.9624
55003,Ashland,46.5986,-90.6618
55011,Buffalo,44.4214,-92.0044
55083,Oconto,45.3006,-88.5146
1025,Clarke,31.9111,-87.7419
1035,Conecuh,31.3001,-87.027
1045,Dale,31.2999,-85.4502
5015,Carroll,36.4966,-93.3977
5077,Lee,34.7737,-90.7674
12045,Gulf,30.1148,-85.1935
12049,Hardee,27.5469,-81.8103
12079,Madison,30.4716,-83.413
12093,Okeechobee,27.2172,-80.7927
13173,Lanier,31.041,-83.0748
13237,Putnam,33.2616,-83.2679
13291,Union,34.8761,-83.9548
16047,Gooding,42.7745,-114.7025
16057,Latah,46.9282,-116.8896
17127,Massac,37.1258,-88.6279
17183,Vermilion,40.0941,-87.6398
18075,Jay,40.492,-85.1468
19121,Madison,41.227,-93.9295
19131,Mitchell,43.4391,-92.784
20151,Pratt,37.6777,-98.7465
23009,Hancock,44.5847,-68.4875
24019,Dorchester,38.3357,-76.2238
26097,Mackinac,45.8593,-84.6253
27035,Crow Wing,46.169,-94.363
27047,Freeborn,43.7659,-93.5645
27173,Yellow Medicine,44.6918,-95.6194
28061,Jasper,32.0722,-89.2626
29023,Butler,36.7632,-90.4136
29025,Caldwell,39.5495,-94.0396
29063,DeKalb,39.8139,-94.5507
29073,Gasconade,38.6983,-91.4342
30009,Carbon,45.3436,-109.1817
31039,Cuming,41.8378,-96.7062
35003,Catron,33.6757,-108.7768
35017,Grant,32.7773,-108.154
35035,Otero,33.1473,-105.859
38013,Burke,48.8772,-102.5645
39117,Morrow,40.5533,-82.8279
40055,Greer,35.0514,-99.5099
45005,Allendale,32.9593,-81.2363
47027,Clay,36.5469,-85.5043
47057,Grainger,36.3322,-83.2852
47081,Hickman,35.8042,-87.4577
47097,Lauderdale,35.8796,-89.405
47153,Sequatchie,35.2007,-85.3685
48001,Anderson,32.0561,-95.5043
48063,Camp,32.9997,-94.9668
48077,Clay,33.9299,-98.3676
48089,Colorado,29.7055,-96.5563
48093,Comanche,31.9005,-98.6044
48177,Gonzales|Wilson,29.2698,-97.7658
48179,Gray,35.5479,-100.965
48265,Kerr,30.0772,-99.2381
48297,Live Oak,28.4668,-98.1784
48351,Newton,30.8502,-93.7537
48405,San Augustine,31.305,-94.2699
