fips,county,Lat,Long
34037,Sussex,41.1874,-74.5015
35047,San Miguel,35.3037,-105.3913
36095,Schoharie,42.7068,-74.3473
36117,Wayne,43.2371,-77.0628
39061,Hamilton,39.1063,-84.3703
39113,Montgomery,39.8393,-84.4176
39139,Richland,40.68,-82.5793
40039,Custer,35.5384,-98.6872
40051,Grady,34.9227,-97.7763
40083,Logan,35.9324,-97.263
40087,McClain,35.2404,-97.5998
40147,Washington,36.9008,-95.9254
42071,Lancaster,40.2141,-76.1605
42075,Lebanon,40.3412,-76.4228
42129,Westmoreland,40.4145,-79.5729
45001,Abbeville,34.3766,-82.3467
45035,Dorchester,33.186,-80.5794
45081,Saluda,33.8573,-81.7313
47035,Cumberland,36.0586,-85.0305
47045,Dyer,36.0465,-89.3777
47125,Montgomery,36.5696,-87.3428
47179,Washington,36.2534,-82.5478
47189,Wilson,36.2349,-86.5733
48061,Cameron,26.0566,-97.4235
48103,Crane,31.3919,-102.3503
48123,DeWitt,28.9829,-97.505
48251,Johnson|Ellis,32.4311,-97.1021
48467,Van Zandt,32.554,-95.8639
53009,Clallam,48.1229,-123.0911
54061,Monongalia,39.6471,-79.9974
54093,Tucker,39.0814,-79.6455
55007,Bayfield,46.4354,-91.06
55015,Calumet,43.9491,-88.0942
55021,Columbia,43.3154,-89.5367
55035,Eau Claire,44.803,-91.4387
55089,Ozaukee,43.3847,-87.9439
55111,Sauk,43.4814,-89.7719
55127,Walworth|Jefferson,42.8372,-88.734
1043,Cullman,34.0452,-86.8837
1071,Jackson,34.6438,-86.0491
1075,Lamar,33.7589,-88.1144
1077,Lauderdale,34.9652,-87.3735
1129,Washington,31.2649,-88.0284
4027,Yuma,32.6452,-114.7067
6005,Amador,38.419,-120.8232
6025,Imperial,33.3548,-115.7306
8014,Broomfield,39.9541,-105.0527
8093,Park,38.7591,-105.5024
8113,San Miguel,38.1286,-108.2918
9011,New London,41.3502,-72.1023
12087,Monroe,25.2574,-80.3242
13045,Carroll|Douglas,33.7305,-84.917
13051,Chatham,32.1043,-81.2568
13085,Dawson,34.4362,-84.1252
13097,Douglas,33.7811,-84.6486
13149,Heard,33.3689,-85.1037
13171,Lamar,33.0508,-84.1527
13181,Lincoln,33.7931,-82.4776
13201,Miller,31.1017,-84.6848
13207,Monroe,33.0347,-83.938
13215,Muscogee,32.51,-84.8771
13219,Oconee|Clarke,33.9474,-83.5334
13227,Pickens,34.5279,-84.4939
13243,Randolph,31.6717,-84.8903
13255,Spalding,33.2418,-84.2747
13261,Sumter,32.0736,-84.2249
13273,Terrell,31.7199,-84.3477
13277,Tift,31.3389,-83.5949
13287,Turner,31.671,-83.6354
13321,Worth,31.5103,-83.7368
16011,Bingham,43.2235,-112.3755
16027,Canyon,43.7864,-116.9429
16055,Kootenai,47.6726,-116.7472
17001,Adams,39.8842,-91.1084
17021,Christian,39.5919,-89.4258
17113,McLean,40.4857,-89.0993
18003,Allen,41.1966,-84.9245
18053,Grant,40.6126,-85.5592
18145,Shelby,39.6738,-85.7052
18163,Vanderburgh,38.024,-87.512
18167,Vigo,39.4936,-87.2667
20155,Reno,38.1011,-97.992
20161,Riley,39.299,-96.8276
21035,Calloway,36.6145,-88.3206
22025,Catahoula,31.8492,-91.6599
22031,De Soto,32.0181,-93.7237
22079,Rapides,31.3414,-92.4096
22105,Tangipahoa,30.7646,-90.5114
24047,Worcester,38.1655,-75.3968
27025,Chisago,45.6875,-92.9654
27027,Clay,46.7105,-96.5579
27045,Fillmore,43.6137,-92.4263
28001,Adams,31.496,-91.4152
28037,Franklin,31.4721,-90.8929
28053,Humphreys,33.0952,-90.4967
28071,Lafayette,34.5034,-89.5025
28077,Lawrence,31.6048,-90.0023
28081,Lee,34.2649,-88.5768
28093,Marshall,34.6492,-89.3065
28113,Pike,31.0072,-90.4719
28121,Rankin,32.2778,-89.9896
28129,Smith,32.0144,-89.3818
28139,Tippah,34.638,-88.8431
29043,Christian,37.0459,-93.2953
29069,Dunklin,36.0404,-90.1158
29169,Pulaski,37.7562,-92.1274
29201,Scott,37.0938,-89.5547
31019,Buffalo,40.9276,-99.3901
31109,Lancaster,40.6818,-96.5039
32023,Nye,38.8655,-117.9238
33005,Cheshire,42.9494,-72.2997
34011,Cumberland,39.3265,-75.0306
35013,Do̱a Ana,32.167,-106.6885
35031,McKinley,35.0708,-108.8484
36021,Columbia,42.4134,-73.6778
36035,Fulton,43.1028,-74.2661
36037,Genesee,42.978,-77.9899
36063,Niagara,43.1451,-78.8777
36065,Oneida,43.0479,-75.2811
37031,Carteret,34.6973,-77.0572
37057,Davidson,35.8813,-80.0807
37069,Franklin,36.1011,-78.4522
37135,Orange,36.0806,-79.1718
37139,Pasquotank,36.2942,-76.236
37147,Pitt|Lenoir,35.3804,-77.4334
37159,Rowan,35.6821,-80.4275
37167,Stanly,35.2336,-80.4303
38069,Pierce,48.4975,-99.7038
38071,Ramsey,48.1131,-98.8753
39007,Ashtabula,41.5364,-80.8597
39029,Columbiana|Mahoning,40.8871,-80.6749
39101,Marion,40.4598,-83.0848
39159,Union,40.3534,-83.2628
39165,Warren,39.5022,-83.9984
40049,Garvin,34.8392,-97.6105
41023,Grant,44.4667,-119.5322
41061,Union,45.3358,-118.0492
42027,Centre,40.8266,-77.8226
42049,Erie,42.0469,-80.2765
42055,Franklin,39.7329,-77.7247
42105,Potter,41.7768,-78.1552
45003,Aiken|Saluda,33.8497,-81.6097
45015,Berkeley,32.9922,-80.0052
45027,Clarendon,33.6013,-80.3527
45031,Darlington,34.401,-80.071
45041,Florence,33.8149,-79.4444
45075,Orangeburg,33.5301,-80.5712
45077,Pickens|Anderson,34.819,-82.5828
45085,Sumter,33.9753,-80.5264
47001,Anderson|Roane,35.9638,-84.2938
47009,Blount,35.8328,-83.9357
47011,Bradley,35.1097,-84.9097
47043,Dickson,36.064,-87.3668
47059,Greene,36.175,-82.7454
47063,Hamblen|Jefferson,36.2047,-83.3005
47119,Maury|Williamson,35.7438,-86.9116
47167,Tipton,35.4128,-89.5412
48049,Brown,31.8249,-98.7895
48067,Cass,33.1378,-94.0591
48147,Fannin,33.4275,-96.3407
48219,Hockley,33.4133,-102.1552
48459,Upshur,32.586,-95.1127
50001,Addison,44.1664,-73.2555
50021,Rutland,43.5181,-73.236
51001,Accomack,37.9299,-75.662
51073,Gloucester,37.2766,-76.5043
51700,Newport News,37.1051,-76.5185
51710,Norfolk,36.8945,-76.259
51740,Portsmouth,36.8468,-76.354
53015,Cowlitz,46.1796,-122.9577
53055,San Juan,48.5324,-123.0655
53065,Stevens,48.2929,-117.7336
54035,Jackson,38.8201,-81.7091
54039,Kanawha,38.4062,-81.481
55017,Chippewa|Barron,45.1988,-91.5666
55031,Douglas,46.2409,-91.7995
55033,Dunn,44.8893,-91.9084
55045,Green|Rock,42.6168,-89.3756
55055,Jefferson,43.0165,-88.6999
55073,Marathon,44.9615,-89.6457
55105,Rock|Dane,42.8386,-89.0698
55109,St. Croix,44.9691,-92.4381
56005,Campbell,44.2752,-105.4984
56025,Natrona,43.4114,-106.2771
1093,Marion,33.9443,-87.8704
4001,Apache,36.9221,-109.0753
4003,Cochise,31.6858,-109.6896
6007,Butte,39.4261,-121.3542
6017,El Dorado,38.675,-121.049
6093,Siskiyou,41.6086,-122.8409
6115,Yuba,39.3204,-121.4038
8015,Chaffee,38.5524,-106.0085
8039,Elbert,39.2189,-104.5403
8053,Hinsdale,38.0836,-107.0306
8085,Montrose,38.6084,-107.9827
12005,Bay,30.2549,-85.9511
12055,Highlands,27.5908,-81.5081
12083,Marion,29.4494,-82.2211
12107,Putnam,29.6502,-81.5998
12111,St. Lucie,27.4096,-80.3538
13009,Baldwin,33.0523,-83.244
13187,Lumpkin,34.5302,-83.9796
17037,DeKalb,41.7683,-88.7659
18035,Delaware,40.3138,-85.5009
18039,Elkhart,41.5336,-86.0138
18059,Hancock,39.8857,-85.6086
18061,Harrison,38.124,-85.9736
18103,Miami,40.602,-85.9275
18175,Washington,38.5549,-86.2778
19065,Fayette,42.8636,-91.8864
19087,Henry,40.9232,-91.401
19113,Linn,42.1494,-91.6209
19169,Story,42.1073,-93.6462
21005,Anderson,38.0331,-84.9031
21151,Madison,37.5904,-84.2898
21215,Spencer,38.117,-85.3722
22009,Avoyelles,30.954,-92.1884
22011,Beauregard,30.5289,-93.4391
22013,Bienville,32.3261,-93.2837
22027,Claiborne,32.793,-93.0582
22039,Evangeline,30.5696,-92.3169
22073,Ouachita,32.4883,-92.1619
22101,St. Mary,29.8113,-91.6705
23023,Sagadahoc,43.9346,-69.8346
24011,Caroline,38.917,-75.9419
24039,Somerset,38.0831,-75.8521
24043,Washington,39.3767,-77.7341
25019,Nantucket,41.2636,-69.9718
26005,Allegan,42.4575,-85.6979
26015,Barry,42.4951,-85.4117
26021,Berrien,41.774,-86.7887
26025,Calhoun,42.0967,-84.9899
26035,Clare,44.0168,-84.808
26145,Saginaw,43.4091,-84.3345
26157,Tuscola,43.4527,-83.6894
26165,Wexford,44.5033,-85.672
27039,Dodge,44.1529,-92.8995
27063,Jackson,43.6288,-94.9886
27137,St. Louis,47.5312,-92.2399
27147,Steele|Dodge,43.8683,-93.0552
27157,Wabasha,44.3707,-92.042
28007,Attala,33.122,-89.465
28025,Clay,33.6064,-88.6571
28039,George,30.9312,-88.5959
28043,Grenada,33.7816,-89.813
28057,Itawamba,34.2327,-88.2507
28079,Leake,32.6749,-89.4529
28085,Lincoln,31.5803,-90.4432
28087,Lowndes,33.6276,-88.4454
28107,Panola,34.2409,-89.9433
28127,Simpson,31.873,-89.734
28143,Tunica,34.7032,-90.3796
28145,Union,34.4909,-89.0201
28151,Washington,33.385,-91.0514
29013,Bates,38.071,-94.08
29097,Jasper,37.0711,-94.4573
29101,Johnson,38.5833,-93.6952
30013,Cascade,47.3533,-111.1698
30081,Ravalli,46.511,-114.0787
33017,Strafford,43.2534,-70.8856
35025,Lea,32.4465,-103.2009
36101,Steuben,42.1634,-77.0925
37021,Buncombe,35.6142,-82.3275
37035,Catawba,35.5853,-81.2201
39025,Clermont,39.2123,-84.3001
39039,Defiance,41.2944,-84.7648
39043,Erie|Huron,41.2883,-82.5995
39089,Licking,39.95,-82.5985
41033,Josephine,42.2797,-123.6151
42019,Butler,40.9104,-79.9157
42093,Montour,40.9615,-76.612
45033,Dillon,34.3406,-79.1663
45037,Edgefield,33.7401,-81.8404
45047,Greenwood,34.1696,-82.024
45053,Jasper,32.4681,-80.9178
45069,Marlboro,34.6438,-79.5867
45071,Newberry,34.2681,-81.4196
47017,Carroll,36.0052,-88.4181
47029,Cocke,35.9617,-83.1977
47047,Fayette,35.0512,-89.6091
47123,Monroe,35.6029,-84.4717
47141,Putnam,36.1484,-85.5114
47145,Roane|Anderson|Morgan,36.0398,-84.3284
47151,Scott,36.3536,-84.5839
48021,Bastrop,30.2819,-97.2448
48069,Castro,34.5324,-102.3111
48117,Deaf Smith,34.8232,-102.4001
48329,Midland,32.0249,-102.1137
48359,Oldham,35.2456,-102.4262
48375,Potter|Randall,35.1989,-101.831
50011,Franklin,44.9083,-72.8029
50025,Windham,43.1219,-72.4555
51003,Albemarle,38.1266,-78.4386
51023,Botetourt,37.3783,-79.8206
51067,Franklin,37.1233,-79.6971
51093,Isle of Wight,37.0836,-76.6747
51117,Mecklenburg,36.5762,-78.1107
51800,Suffolk,36.6953,-76.6398
54051,Marshall,40.0139,-80.7328
54079,Putnam,38.473,-81.8124
56007,Carbon,41.8995,-106.2017
12007,Bradford,29.9474,-82.1129
12023,Columbia,30.1855,-82.6026
12027,DeSoto,27.2214,-81.8587
12035,Flagler,29.4198,-81.3235
13013,Barrow,33.9917,-83.7218
13035,Butts,33.2524,-83.903
13055,Chattooga,34.4835,-85.4776
13065,Clinch,30.6881,-82.5721
13069,Coffee,31.6248,-82.8877
13267,Tattnall,32.2806,-82.1387
13289,Twiggs|Wilkinson,32.606,-83.246
16085,Valley,44.5086,-116.0425
17019,Champaign,40.3031,-88.1549
17085,Jo Daviess,42.4302,-90.1642
17105,Livingston,40.6537,-88.3999
17161,Rock Island|Henry,41.4416,-90.4464
17177,Stephenson,42.4929,-89.7949
18105,Monroe,39.1637,-86.5257
18109,Morgan,39.5337,-86.3778
18133,Putnam,39.5211,-86.7995
18137,Ripley,39.2373,-85.0931
18143,Scott,38.6854,-85.7831
18159,Tipton,40.3795,-86.0868
19033,Cerro Gordo,42.9442,-93.3871
19109,Kossuth,43.0749,-94.0892
19157,Poweshiek,41.5833,-92.5274
19163,Scott,41.6915,-90.6746
19167,Sioux,42.9749,-96.3216
19171,Tama,41.9648,-92.5746
19193,Woodbury,42.3975,-96.3516
20085,Jackson,39.2395,-95.9651
20123,Mitchell,39.5096,-98.4331
21003,Allen,36.7493,-86.1966
21025,Breathitt,37.5589,-83.3782
21093,Hardin,37.813,-85.9827
21113,Jessamine,37.8299,-84.7096
21185,Oldham,38.3719,-85.604
22001,Acadia,30.4037,-92.2145
24015,Cecil,39.7003,-76.0586
24037,St. Mary's,38.1155,-76.4771
26047,Emmet,45.3834,-84.9304
26051,Gladwin,43.8811,-84.4887
26055,Grand Traverse,44.6611,-85.6881
26143,Roscommon,44.3124,-84.7625
27079,Le Sueur,44.2236,-93.5747
28017,Chickasaw,34.0053,-88.7479
28097,Montgomery,33.4404,-89.5673
28105,Oktibbeha,33.3451,-89.0458
28115,Pontotoc|Union,34.3611,-88.8388
28133,Sunflower,33.8101,-90.5304
28137,Tate,34.6902,-89.9757
28155,Webster|Choctaw,33.539,-89.1278
31047,Dawson,40.7065,-100.2155
33019,Sullivan,43.379,-72.3368
34033,Salem,39.6503,-75.3251
35045,San Juan,36.2834,-108.7082
36023,Cortland,42.6004,-76.1784
36053,Madison,42.7401,-75.5436
36089,St. Lawrence,44.7481,-74.997
37039,Cherokee,35.1771,-83.9265
37051,Cumberland,35.2133,-78.677
37059,Davie,35.9468,-80.4045
37077,Granville,36.4475,-78.5689
37089,Henderson,35.4481,-82.4294
37105,Lee,35.4874,-79.1772
37127,Nash,36.0114,-77.8572
37155,Robeson,34.4751,-79.037
37165,Scotland,34.7691,-79.445
37179,Union,35.0699,-80.6453
39019,Carroll,40.555,-81.1992
39027,Clinton,39.5523,-83.7856
39053,Gallia,38.9776,-82.3374
39057,Greene,39.731,-84.0624
39063,Hancock,40.8995,-83.7271
39133,Portage,41.3118,-81.345
39173,Wood,41.2846,-83.8438
40101,Muskogee,35.5559,-95.6525
40103,Noble,36.2747,-97.4551
42037,Columbia,41.0026,-76.4561
42043,Dauphin,40.2657,-76.7126
42051,Fayette,40.0188,-79.891
42085,Mercer,41.3502,-80.0837
42107,Schuylkill,40.6302,-76.3912
45029,Colleton,32.7718,-80.477
46013,Brown,45.2442,-98.0992
47023,Chester,35.4445,-88.6531
47051,Franklin,35.1975,-85.9213
47053,Gibson,35.9689,-88.9449
47083,Houston,36.3194,-87.7631
47105,Loudon,35.6488,-84.1724
47115,Marion,35.1848,-85.4848
47107,McMinn,35.517,-84.5498
47135,Perry,35.7507,-87.7958
51009,Amherst,37.4487,-79.1057
51019,Bedford,37.3866,-79.7253
51047,Culpeper,38.4705,-78.0001
51065,Fluvanna,37.8652,-78.2627
51105,Lee,36.7764,-82.9433
51109,Louisa,38.0212,-77.9985
51165,Rockingham,38.4465,-78.9228
53075,Whitman,47.0887,-117.0464
1059,Franklin,34.5056,-87.7282
1069,Houston,31.1858,-85.2359
1123,Tallapoosa,33.0567,-85.9312
2110,Juneau,58.4546,-134.1739
2170,Matanuska-Susitna,61.3463,-150.0787
8067,La Plata,37.0749,-107.5933
8075,Logan,40.6818,-102.8395
8119,Teller,38.945,-105.1619
13033,Burke,33.0909,-82.0146
13047,Catoosa|Walker,34.9318,-85.246
13145,Harris,32.7647,-84.8752
13179,Liberty,31.7715,-81.6216
13195,Madison,34.1727,-83.293
13211,Morgan,33.7378,-83.5149
13229,Pierce,31.4088,-82.1132
13303,Washington,32.9827,-82.8089
17133,Monroe,38.3402,-90.1538
18037,Dubois,38.3934,-86.9404
19081,Hancock,43.1864,-93.6076
19179,Wapello,40.9176,-92.2177
20011,Bourbon,37.8365,-94.882
20111,Lyon,38.4028,-96.1924
21141,Logan,36.8394,-86.895
22003,Allen,30.867,-92.7986
22043,Grant,31.43,-92.4829
22061,Lincoln,32.5329,-92.6361
22069,Natchitoches,31.6547,-93.1999
22083,Richland,32.4902,-91.8651
22099,St. Martin,30.3368,-91.8476
23013,Knox,44.1274,-69.1369
24023,Garrett,39.2924,-79.3525
24035,Queen Anne's,38.9853,-76.1677
26033,Chippewa,45.9891,-83.9146
26077,Kalamazoo,42.3027,-85.5447
26121,Muskegon,43.1621,-86.2519
26123,Newaygo,43.3348,-85.8094
27011,Big Stone,45.5723,-96.294
27021,Cass,47.0568,-93.9126
27073,Lac qui Parle,45.0127,-96.1889
27141,Sherburne,45.4416,-93.5981
28073,Lamar,31.3114,-89.374
28091,Marion,31.2386,-89.8829
28135,Tallahatchie,34.0075,-90.0552
29001,Adair,40.1484,-92.3787
29027,Callaway,38.6452,-92.1151
29029,Camden|Laclede,37.8136,-92.5143
29047,Clay,39.1545,-94.5452
29049,Clinton,39.5644,-94.4615
29107,Lafayette,38.9877,-93.5683
29135,Moniteau,38.6611,-92.6661
29157,Perry,37.7836,-89.918
29187,St. Francois,37.8618,-90.5892
29213,Taney,36.6058,-93.2338
31119,Madison,42.0328,-97.4209
31177,Washington,41.4747,-96.2037
32005,Douglas,38.9609,-119.7688
35005,Chaves,33.1146,-104.3285
36011,Cayuga,42.7511,-76.6994
36075,Oswego,43.3194,-76.5778
36077,Otsego,42.7978,-74.7506
37001,Alamance|Orange,36.0876,-79.2756
37181,Vance,36.3259,-78.4155
38099,Walsh,48.2924,-97.373
39083,Knox,40.4784,-82.5485
39091,Logan,40.516,-83.8875
39097,Madison,39.733,-83.4765
39143,Sandusky,41.4216,-83.221
39167,Washington,39.4739,-81.468
40123,Pontotoc,34.8659,-96.6678
41027,Hood River,45.6354,-121.5522
42021,Cambria,40.6048,-78.7072
45023,Chester,34.5753,-80.9048
45043,Georgetown,33.5567,-79.0591
45073,Oconee,34.7704,-83.0615
46029,Codington,44.9987,-96.9742
46065,Hughes,44.5159,-99.9885
46085,Lyman,43.9071,-100.0583
46103,Pennington,44.0674,-103.1225
48343,Morris,33.0306,-94.725
49021,Iron,37.7663,-113.0431
51590,Danville,36.5831,-79.4088
51163,Rockbridge,37.9901,-79.5067
53001,Adams,46.7735,-118.8277
53017,Douglas,47.648,-120.0707
55027,Dodge,43.5271,-88.5615
1001,Autauga,32.6793,-86.4607
1103,Morgan,34.4676,-86.7936
5027,Columbia,33.3528,-93.295
5029,Conway,35.1003,-92.7733
5033,Crawford,35.6361,-94.1679
5037,Cross,35.402,-90.7545
5059,Hot Spring,34.2602,-92.961
5075,Lawrence,36.0852,-90.9462
5109,Pike,34.0299,-93.5057
5137,Stone,35.962,-92.2301
5139,Union,33.1079,-92.3598
5145,White,35.277,-91.6411
5147,Woodruff,35.0058,-91.2521
6009,Calaveras,38.1939,-120.379
6047,Merced,37.4306,-120.7759
6051,Mono,38.5834,-119.516
8029,Delta,38.7053,-107.61
8043,Fremont,38.362,-105.1417
8055,Huerfano,37.6307,-104.7818
13007,Baker,31.3172,-84.3376
13017,Ben Hill|Irwin,31.7135,-83.2515
13029,Bryan,31.9012,-81.3126
13039,Camden,30.7985,-81.5628
13071,Colquitt,31.0683,-83.6236
13081,Crisp,31.9563,-83.7695
13111,Fannin,34.8749,-84.2442
13133,Greene,33.6177,-83.0756
13155,Irwin,31.5987,-83.2499
13159,Jasper,33.4007,-83.5884
13193,Macon,32.2997,-84.0246
13199,Meriwether,32.887,-84.6781
13205,Mitchell,31.3804,-84.1592
13235,Pulaski,32.2964,-83.4814
13253,Seminole,31.0404,-84.8792
13257,Stephens,34.5027,-83.1967
16005,Bannock,42.6504,-112.1901
16031,Cassia,42.4097,-113.5805
17063,Grundy,41.2763,-88.2805
18013,Brown,39.3085,-86.1227
18029,Dearborn,39.0676,-84.9053
18031,Decatur|Shelby,39.4279,-85.6286
18051,Gibson,38.2786,-87.377
18071,Jackson,38.8247,-86.1716
18093,Lawrence,38.9172,-86.5557
18107,Montgomery,40.0428,-86.8975
18115,Ohio,38.9531,-84.8546
18127,Porter,41.685,-86.9804
18149,Starke,41.1989,-86.8922
18153,Sullivan,39.0973,-87.4074
18173,Warrick,38.0469,-87.2847
19019,Buchanan,42.6201,-91.7295
19031,Cedar,41.7399,-90.9738
19099,Jasper,41.7008,-93.0794
19181,Warren,41.3709,-93.3862
20043,Doniphan,39.7518,-94.8889
20149,Pottawatomie,39.2499,-96.3145
20207,Woodson,37.8682,-95.7533
21159,Martin,37.8415,-82.4224
21145,McCracken,37.0405,-88.5734
21165,Menifee,37.9542,-83.6226
21177,Muhlenberg|Logan,37.0753,-86.9951
21213,Simpson,36.7163,-86.5587
22115,Vernon,30.9344,-92.9268
23027,Waldo,44.428,-69.0325
26059,Hillsdale,41.7242,-84.4189
26073,Isabella,43.6998,-84.7657
26079,Kalkaska,44.8366,-85.2871
26087,Lapeer,42.9208,-83.0435
26101,Manistee,44.2449,-86.2927
28019,Choctaw,33.2931,-89.3993
28101,Newton|Neshoba,32.5711,-89.1152
28103,Noxubee,33.2367,-88.5781
29031,Cape Girardeau,37.2368,-89.7978
29071,Franklin,38.3361,-90.9711
29099,Jefferson,38.3655,-90.3645
29155,Pemiscot,36.3318,-89.8242
30043,Jefferson,45.8709,-112.0975
31155,Saunders,41.2665,-96.7209
35006,Cibola,35.0659,-107.5676
35009,Curry,34.8217,-103.3157
36015,Chemung,42.0127,-76.7298
36073,Orleans,43.3213,-78.3891
37123,Montgomery,35.2162,-80.0046
37151,Randolph,35.8556,-79.5682
37175,Transylvania,35.1458,-82.8201
38025,Dunn,47.3527,-102.6233
39021,Champaign,40.127,-83.9644
39033,Crawford,40.7924,-82.8568
39045,Fairfield,39.6049,-82.8235
39071,Highland,39.2123,-83.6113
40097,Mayes,36.477,-95.0195
40145,Wagoner,35.9641,-95.3791
41007,Clatsop,46.1303,-123.3715
42005,Armstrong,40.5938,-79.5564
42015,Bradford,41.6704,-76.2623
42025,Carbon,40.916,-75.9657
42033,Clearfield,40.8745,-78.7274
42067,Juniata,40.5686,-77.4047
42111,Somerset,40.2027,-78.9293
45025,Chesterfield,34.7697,-80.2264
46011,Brookings,44.2834,-96.6854
47025,Claiborne,36.5752,-83.6462
47041,DeKalb,36.0045,-85.9779
47061,Grundy,35.4589,-85.6689
47071,Hardin,35.2048,-88.1939
47103,Lincoln|Marshall,35.3173,-86.6407
47113,Madison,35.4556,-88.8636
47133,Overton,36.3875,-85.3265
48071,Chambers,29.7269,-94.8549
48091,Comal|Guadalupe,29.6997,-98.1148
48145,Falls|McLennan,31.3711,-97.0763
48181,Grayson,33.6233,-96.7286
48215,Hidalgo,26.2585,-98.5787
48245,Jefferson,30.0522,-94.3332
48355,Nueces,27.8094,-97.8455
48367,Parker,32.7508,-97.6999
48469,Victoria,28.8285,-96.985
50005,Caledonia,44.6431,-71.9791
50019,Orleans,44.9509,-72.3043
51550,Chesapeake,36.6778,-76.3024
51083,Halifax,36.839,-78.7284
54003,Berkeley,39.3538,-78.0552
54033,Harrison,39.2044,-80.4034
54077,Preston,39.3254,-79.5546
54107,Wood,39.4,-81.4527
56037,Sweetwater,41.6698,-109.2714
1009,Blount,33.8789,-86.8241
1013,Butler,31.5429,-86.7246
1019,Cherokee,34.1839,-85.775
1021,Chilton,32.917,-86.7203
1027,Clay,33.3129,-85.7508
1029,Cleburne,33.7297,-85.4312
1033,Colbert,34.7559,-87.7007
1047,Dallas,32.4166,-87.0336
1055,Etowah|Calhoun,33.9446,-85.9319
1079,Lawrence,34.6718,-87.4063
1095,Marshall,34.5189,-86.2492
1107,Pickens,33.322,-87.904
1109,Pike,31.8021,-85.9665
1113,Russell,32.2401,-85.4147
1131,Wilcox,32.0701,-87.2914
5043,Drew,33.6264,-91.9294
6027,Inyo,37.4189,-118.5424
6101,Sutter,39.2788,-121.6624
8089,Otero,38.0014,-103.5549
12039,Gadsden,30.4992,-84.4582
13087,Decatur,30.8756,-84.4312
13091,Dodge,32.1973,-83.1712
13157,Jackson,34.0933,-83.7617
13169,Jones,33.002,-83.5374
13183,Long,31.7096,-81.7457
13269,Taylor,32.5982,-84.3786
13275,Thomas,30.8394,-83.9783
13299,Ware,31.2406,-82.3411
13311,White,34.6437,-83.7411
13317,Wilkes,33.8674,-82.742
16043,Fremont,43.8872,-111.6724
16049,Idaho,46.0509,-116.3498
16051,Jefferson,43.9219,-112.2027
16069,Nez Perce,46.3934,-116.9934
16075,Payette,43.9705,-116.8187
17041,Douglas,39.8644,-88.16
17123,Marshall,41.0486,-89.0522
17137,Morgan,39.5925,-89.9528
18033,DeKalb,41.3147,-84.9012
18073,Jasper,40.9059,-87.1612
18139,Rush,39.4981,-85.4676
19011,Benton,41.9054,-92.1804
20037,Crawford,37.543,-94.7024
20133,Neosho,37.5186,-95.1742
20177,Shawnee,38.8911,-95.6999
21085,Grayson,37.4937,-86.2259
21125,Laurel,37.1209,-84.0804
21147,McCreary,36.6648,-84.4395
21231,Wayne,36.8404,-84.8506
22049,Jackson,32.2719,-92.7303
22053,Jefferson Davis,30.2355,-92.7481
22067,Morehouse,32.7749,-91.9058
22111,Union|Claiborne,33.0073,-92.7224
22127,Winn,31.924,-92.6425
24029,Kent,39.3425,-75.8787
25007,Dukes,41.4565,-70.6069
26069,Iosco,44.2337,-83.8033
26091,Lenawee,41.7859,-84.0403
26103,Marquette,46.2912,-87.4372
26151,Sanilac,43.1864,-82.8617
26159,Van Buren,42.3833,-85.959
27049,Goodhue|Rice,44.4088,-93.0303
27169,Winona,43.9837,-91.868
28013,Calhoun,33.9909,-89.3454
28117,Prentiss,34.708,-88.662
29053,Cooper,38.9341,-92.7025
29119,McDonald,36.5746,-94.3912
29139,Montgomery,38.9125,-91.5323
29145,Newton,37.0355,-94.5379
29165,Platte,39.1924,-94.622
29173,Ralls,39.5844,-91.3987
29175,Randolph,39.5114,-92.4411
29205,Shelby,39.7432,-92.2602
30041,Hill,48.5437,-109.8068
31053,Dodge,41.416,-96.5021
32019,Lyon,39.2639,-119.6356
35015,Eddy,32.1767,-104.3739
35039,Rio Arriba,36.1769,-106.4245
36013,Chautauqua,42.0747,-79.485
36033,Franklin,44.2326,-74.4621
37015,Bertie,36.2015,-76.7663
37023,Burke,35.7181,-81.4211
37027,Caldwell,35.9436,-81.458
37045,Cleveland,35.5127,-81.6168
37061,Duplin,34.8271,-77.9247
37091,Hertford,36.3567,-76.9105
37107,Lenoir,35.2236,-77.6333
37111,McDowell,35.6775,-82.0014
37131,Northampton,36.4965,-77.6448
38031,Foster,47.4551,-98.5664
38089,Stark,46.8841,-102.3332
39047,Fayette,39.6079,-83.3953
39087,Lawrence,38.4375,-82.3818
39107,Mercer,40.6915,-84.6502
39129,Pickaway,39.5705,-82.9471
39147,Seneca,41.2355,-82.8592
39169,Wayne|Medina,40.9764,-81.9
40001,Adair,35.9845,-94.6036
40013,Bryan,33.9899,-96.2304
40019,Carter,34.4779,-97.4661
40037,Creek,36.0821,-96.5819
40041,Delaware|Mayes,36.3013,-94.9979
40113,Osage,36.5698,-96.708
40125,Pottawatomie,35.3525,-96.9647
40137,Stephens,34.616,-97.8207
41041,Lincoln,44.6231,-124.0524
42059,Greene,39.9111,-80.432
42073,Lawrence,41.0955,-80.4953
42081,Lycoming,41.2472,-76.9184
42123,Warren,41.701,-79.0298
44003,Kent,41.6988,-71.7339
44005,Newport,41.4803,-71.3205
44007,Providence,41.89,-71.3934
44009,Washington,41.5151,-71.72
45067,Marion,34.2823,-79.4723
